names,dates,ratings,site
Meeting at the Cox house,2020-09-02,Not Rated,ao3
Familiar battle Screamer,2020-09-01,Not Rated,ao3
Of Wizards and Witches,2020-09-01,Teen And Up Audiences,ao3
Graceful,2020-08-31,General Audiences,ao3
i'll protect you,2020-08-31,General Audiences,ao3
but i would die for you in secret,2020-08-30,General Audiences,ao3
even wonders and clocks: reprise,2020-08-29,General Audiences,ao3
Timeline twenty-two,2020-08-28,Teen And Up Audiences,ao3
"Forgotten, But Still Loved",2020-08-28,Teen And Up Audiences,ao3
"everything changes, but nothing is truly lost",2020-08-28,General Audiences,ao3
arrested,2020-08-27,Not Rated,ao3
Magical Girl Sayaka Miki and The Holy Grail; The Magical Menace,2020-08-27,General Audiences,ao3
The Enslavement Witch,2020-08-27,Teen And Up Audiences,ao3
The End of the Circus:  Out Of The Past,2020-08-26,Teen And Up Audiences,ao3
the day you make everything better,2020-08-25,Teen And Up Audiences,ao3
Career Witch Pupaid,2020-08-25,Not Rated,ao3
Familiar battle with Kekhu,2020-08-25,Not Rated,ao3
毕业日,2020-08-24,Teen And Up Audiences,ao3
Fake Empire - a Prelude to Easy to Find,2020-08-23,Teen And Up Audiences,ao3
I'm sorry,2020-08-21,Teen And Up Audiences,ao3
lip balm lesbian,2020-08-20,General Audiences,ao3
Indecisiveness,2020-08-19,General Audiences,ao3
The Dedication Witch,2020-08-19,Teen And Up Audiences,ao3
On Her Knees,2020-08-18,Explicit,ao3
liar,2020-08-17,Teen And Up Audiences,ao3
Just Once,2020-08-17,Explicit,ao3
A First Time for Everything,2020-08-15,Explicit,ao3
The End of the Circus:  Boy Meets Girl Meets Metahuman,2020-08-14,Mature,ao3
Remembering what was lost,2020-08-13,Not Rated,ao3
Weary,2020-08-12,General Audiences,ao3
Owari-Magica: Timeline,2020-08-12,Not Rated,ao3
Dance Dance Friendship,2020-08-11,Not Rated,ao3
From Behind the Sun,2020-08-10,General Audiences,ao3
"You Have None But Me, You Murmur",2020-08-09,Teen And Up Audiences,ao3
Magia Psycho 100,2020-08-08,General Audiences,ao3
Canyon,2020-08-08,Not Rated,ao3
Rain isn't so bad,2020-08-07,General Audiences,ao3
we are not told what would have been,2020-08-07,General Audiences,ao3
the day you mess everything up,2020-08-07,Teen And Up Audiences,ao3
A Reason To Live For,2020-08-07,Teen And Up Audiences,ao3
Hollow Point,2020-08-05,Teen And Up Audiences,ao3
Magia Record Black days,2020-08-04,Mature,ao3
oh no (i've said too much),2020-08-04,Teen And Up Audiences,ao3
La Pucelle de Kamihama,2020-08-03,Teen And Up Audiences,ao3
Tongue-tied,2020-08-02,General Audiences,ao3
Small Comforts,2020-08-02,General Audiences,ao3
The Healing of Rifts,2020-08-02,Teen And Up Audiences,ao3
Back to Basics,2020-08-01,Mature,ao3
And Don’t You Dare Let Go,2020-07-31,Teen And Up Audiences,ao3
Dinner With The Family - Expansion Pack,2020-07-31,Explicit,ao3
better to reign in hell,2020-07-31,General Audiences,ao3
Banana Split,2020-07-31,General Audiences,ao3
Search With Me,2020-07-31,General Audiences,ao3
"Oh, The Horrors That Befall Them",2020-07-31,Not Rated,ao3
Silent plaques on the wall,2020-07-30,Not Rated,ao3
Flight or Magic,2020-07-31,Teen And Up Audiences,ao3
Stitches in Time,2020-07-30,Teen And Up Audiences,ao3
Insert Joke Here About Kanagi Unionizing The Kamihama Megucae,2020-07-30,Explicit,ao3
Waking,2020-07-29,Teen And Up Audiences,ao3
then there is you,2020-07-28,Teen And Up Audiences,ao3
You Smell Like Summer,2020-07-27,General Audiences,ao3
destinations are where we begin again,2020-07-27,General Audiences,ao3
How To (Fail) To Kill An Incubator,2020-07-26,Teen And Up Audiences,ao3
Burn It All Down,2020-07-23,General Audiences,ao3
And Then She Smiled,2020-07-22,Teen And Up Audiences,ao3
Random x Reader,2020-07-21,Mature,ao3
Yachiyo Breaks All the Legs: a short story,2020-07-21,General Audiences,ao3
Rabiesplay,2020-07-20,Explicit,ao3
Sex on the Beach,2020-07-20,Explicit,ao3
Karin Gets Egged,2020-07-20,Explicit,ao3
Rewind,2020-07-19,Teen And Up Audiences,ao3
Little White Lie,2020-07-19,General Audiences,ao3
And I'm Home,2020-07-18,Not Rated,ao3
All Clocks Need Winding,2020-07-18,General Audiences,ao3
Almost Like Music,2020-07-18,General Audiences,ao3
Owari-magica: Memorial of four,2020-07-16,Not Rated,ao3
Owari-Magica: Magi Prom,2020-07-16,Not Rated,ao3
Owari-magica: Magic needs plans,2020-07-15,Not Rated,ao3
Owari-Magica: Holiday party of Doom,2020-07-15,Not Rated,ao3
Owari-Magica: Winter Party,2020-07-15,Not Rated,ao3
Owari-magica: Magi for in Memorial,2020-07-15,Not Rated,ao3
Owari-Magica: April Event,2020-07-15,Not Rated,ao3
Owari-magica: Summer Party,2020-07-15,Not Rated,ao3
Owari-magica: Familiar Battle Rhosyn,2020-07-15,Not Rated,ao3
Owari-magica: Witch battle Madama Nymphadora,2020-07-15,Not Rated,ao3
Owari-magica: Witch battle Valentina,2020-07-15,Not Rated,ao3
Owari-magica: Witch battle Meave Chardonnay,2020-07-15,Not Rated,ao3
Owari-Magica: Witch battle Ravaging Wolf,2020-07-15,Not Rated,ao3
Owari-magica: Familiar Battle Azar,2020-07-15,Not Rated,ao3
Owari-magica: Witch Battle Sugar Plum,2020-07-15,Not Rated,ao3
Owari-Magica: Witch battle Mania,2020-07-15,Not Rated,ao3
Owari-Magica: Familiar Battle Bad Daddy,2020-07-15,Not Rated,ao3
Owari-magica: Witch battle Daven,2020-07-15,Not Rated,ao3
Owari-Magica: Witch battle Prometheus,2020-07-15,Teen And Up Audiences,ao3
Owari-magica: Witch Battle Festiva,2020-07-15,Not Rated,ao3
Owari-Magica: Witch battle Stam,2020-07-15,Teen And Up Audiences,ao3
Owari-magica: Witch battle Abby Grabby,2020-07-15,Teen And Up Audiences,ao3
Owari-Magica: Witch battle Mary go-rowdy,2020-07-15,Teen And Up Audiences,ao3
Owari-magica: Witch battle Glynae Annwn,2020-07-15,Not Rated,ao3
Owari-magica: Witch battle Dolores Blueberrycup,2020-07-15,Not Rated,ao3
Owari-Magica: Witch battle Hollow,2020-07-14,Not Rated,ao3
Owari-magica: Witch battle Lolita Pierrot,2020-07-14,Not Rated,ao3
Owari-magica: Witch battle Julia,2020-07-14,Not Rated,ao3
Owari-magica: Familiar Battle Spectral,2020-07-14,Not Rated,ao3
Owari-magica: Witch battle Pied Piper,2020-07-14,Not Rated,ao3
Puella Magi Virum Magica,2020-07-14,Teen And Up Audiences,ao3
Owari-magica: Witch battle Norian,2020-07-14,Not Rated,ao3
Owari-magica: Witch battle Lovestruck,2020-07-14,Not Rated,ao3
Owari-magica: Witch battle Annabella,2020-07-14,Not Rated,ao3
Owari-magica: Witch battle Forstbite,2020-07-14,Not Rated,ao3
Owari-magica: Familiar battle Flop,2020-07-13,Not Rated,ao3
Owari-magica: A new magi appears (Blythe),2020-07-13,Not Rated,ao3
Owari-magica: A fight that needed to happen,2020-07-13,Not Rated,ao3
Owari-magica: The new Guard,2020-07-13,Not Rated,ao3
I'll Hold You When the Night Comes,2020-07-13,General Audiences,ao3
From Limbo,2020-07-12,General Audiences,ao3
Ye Nightshade o' Thy Sorrow,2020-07-12,Explicit,ao3
Stutterstep,2020-07-10,Teen And Up Audiences,ao3
The Bitter with the Sweet,2020-07-09,Teen And Up Audiences,ao3
Tea time,2020-07-09,General Audiences,ao3
Kinomoto Sakura of 2814,2020-07-08,Teen And Up Audiences,ao3
Summer Memories,2020-07-07,General Audiences,ao3
Visible Scars,2020-07-07,General Audiences,ao3
Owari-magica: A phone call away and a plane trip closer (Family life),2020-07-06,General Audiences,ao3
Make A Little Effort,2020-07-06,General Audiences,ao3
Owari-magica: Witch battle Stag,2020-07-06,Teen And Up Audiences,ao3
Owari-magica: Witch battle Miriam de Telephonia,2020-07-06,Teen And Up Audiences,ao3
Insulting a Tool,2020-07-05,General Audiences,ao3
Kamihama Lewd Files,2020-07-05,Explicit,ao3
Owari-magica: Beach pride,2020-07-04,Not Rated,ao3
First Date,2020-07-04,General Audiences,ao3
Creases and Creases,2020-07-04,General Audiences,ao3
kotatsu.,2020-07-03,General Audiences,ao3
Why Did We Do That?,2020-07-03,General Audiences,ao3
Sounding Board,2020-07-03,General Audiences,ao3
"Like a crane machine, how many tries does it take before something good happens?!",2020-07-01,Teen And Up Audiences,ao3
Until Dawn,2020-06-30,General Audiences,ao3
Alteration,2020-06-30,Teen And Up Audiences,ao3
"""Could You Do My Makeup, Mami?""",2020-06-30,Teen And Up Audiences,ao3
Monster,2020-06-30,Not Rated,ao3
In which Homura makes time and memories for once,2020-06-30,General Audiences,ao3
Awake,2020-06-30,Not Rated,ao3
Fear and Loathing,2020-06-30,Teen And Up Audiences,ao3
Cavalcade of Eccentricity,2020-06-29,General Audiences,ao3
What's the worst that could happen?,2020-06-29,General Audiences,ao3
I Wish To See You Again,2020-06-28,Teen And Up Audiences,ao3
Welcome Home,2020-06-28,Not Rated,ao3
Teacher And Violinist,2020-06-27,General Audiences,ao3
Wait- Bombs?,2020-06-26,General Audiences,ao3
All Out Of Icecream,2020-06-26,General Audiences,ao3
Alois Magica,2020-06-27,General Audiences,ao3
I Don’t Have to Prove Myself to Anyone,2020-06-26,General Audiences,ao3
All my friend's are crazy ( but I'm no different ),2020-06-26,General Audiences,ao3
A Neve Cai Pela Janela,2020-06-26,General Audiences,ao3
Felicia’s Genius Plan.,2020-06-25,General Audiences,ao3
Rewrite the Stars,2020-06-24,Teen And Up Audiences,ao3
Softly and Sweetly,2020-06-23,Explicit,ao3
Sing to Me Your Sorrows,2020-06-23,General Audiences,ao3
Fitcher's Bird,2020-06-21,General Audiences,ao3
"One Day, This Dream Will End",2020-06-20,Not Rated,ao3
The most magical place on Earth (is by your side),2020-06-18,General Audiences,ao3
The Clocks,2020-06-18,Teen And Up Audiences,ao3
The rumor of magical boys,2020-06-17,General Audiences,ao3
Together At Last,2020-06-16,General Audiences,ao3
Puella Magi Yukina Magica,2020-06-16,Mature,ao3
"Conceal, Don't Feel (Put on a Show)",2020-06-16,General Audiences,ao3
Seeded Grief,2020-06-15,Teen And Up Audiences,ao3
Magia Clash: Mitakihara's Golden Girl vs The White Devil,2020-06-13,Teen And Up Audiences,ao3
【多cp】（关键词写作）段子集合,2020-06-13,General Audiences,ao3
Keeping the Goddess In Line,2020-06-11,Mature,ao3
Once in a Blue Moon,2020-06-11,Teen And Up Audiences,ao3
Let’s Do It Together.,2020-06-11,Mature,ao3
"What is Love? (no, really, what is it?)",2020-06-11,Teen And Up Audiences,ao3
I Hear Your Name In The Silence,2020-06-10,General Audiences,ao3
Introducing Magical Girl: Connie Maheswaran,2020-06-09,Teen And Up Audiences,ao3
Random Fandom Flings,2020-06-09,Explicit,ao3
what happens when this whole place breaks apart,2020-06-08,Teen And Up Audiences,ao3
3:45 AM,2020-06-08,General Audiences,ao3
Miracles and Magic Do Exist!,2020-06-07,General Audiences,ao3
The Crossroads: When Time Fell,2020-06-06,Teen And Up Audiences,ao3
Poison,2020-06-07,Explicit,ao3
Slice of Space and Time,2020-06-06,General Audiences,ao3
Momentary Magic,2020-06-05,General Audiences,ao3
Fandom Chatroom,2020-06-05,Teen And Up Audiences,ao3
How many pictures does it take to say three words?,2020-06-05,Teen And Up Audiences,ao3
"without a word, the world changes silently",2020-06-05,General Audiences,ao3
Amabilmente Terribile,2020-06-04,Mature,ao3
to radiate with inexhaustible light,2020-06-03,General Audiences,ao3
Feels Like Summer,2020-06-03,Mature,ao3
Mitakihara Any%,2020-06-03,Teen And Up Audiences,ao3
Being A Good Babysitter,2020-06-01,Explicit,ao3
Showing Her Juniors The Ropes,2020-05-31,Explicit,ao3
"Never Leave Me, Please",2020-05-30,General Audiences,ao3
Drowning in the Mirrored Ocean,2020-05-29,Teen And Up Audiences,ao3
Smoke and Mirrors,2020-05-29,Teen And Up Audiences,ao3
Gratitude,2020-05-28,General Audiences,ao3
魔法少女小圓 x Fate/Grand Order Swan Lake Fantasia (連載中),2020-05-28,Teen And Up Audiences,ao3
and I thought we were home,2020-05-27,Not Rated,ao3
Witches and Ravens,2020-05-26,Teen And Up Audiences,ao3
"in your eyes, an endless garden",2020-05-24,Mature,ao3
El limbo es [quizás] un buen lugar para vivir,2020-05-23,Explicit,ao3
Will you be mine?,2020-05-23,General Audiences,ao3
Entangled,2020-05-23,Mature,ao3
i can feel the cracks in my spirit (they're starting to bust),2020-05-21,General Audiences,ao3
Stars,2020-05-21,Teen And Up Audiences,ao3
Puella Magi Madoka Magica: Separation,2020-05-20,Teen And Up Audiences,ao3
all I can give you is memories,2020-05-20,Not Rated,ao3
Gruyere,2020-05-20,General Audiences,ao3
Wraiths and Witches,2020-05-20,General Audiences,ao3
Cooking Lesson,2020-05-20,General Audiences,ao3
Mahō Shōjo Madoka Magika -- Summaries and Character Developments,2020-05-19,Not Rated,ao3
Puella Magi: Crimson Tears,2020-05-19,Mature,ao3
Total Magia Island,2020-05-19,General Audiences,ao3
Sweetened Bread and Frosting,2020-05-18,General Audiences,ao3
it is still not time,2020-05-18,Mature,ao3
A Certain Week of Their Summer Vacation,2020-05-18,Teen And Up Audiences,ao3
notes,2020-05-18,Teen And Up Audiences,ao3
Flipping Over the Hourglass,2020-05-15,Teen And Up Audiences,ao3
"who holds the devil, let him hold him well, he hardly will be caught a second time",2020-05-15,Teen And Up Audiences,ao3
Dare,2020-05-14,Not Rated,ao3
This Is My Despair,2020-05-14,General Audiences,ao3
Ladies Behind Closed Doors LIVE!,2020-05-14,Mature,ao3
Misunderstand Me,2020-05-13,Explicit,ao3
"In the darkening scenery, I play with the idea of falling",2020-05-12,Not Rated,ao3
Told You that I Love You,2020-05-12,Teen And Up Audiences,ao3
A Romance in Small Bites,2020-05-11,Mature,ao3
Itsy Bitsy Spider,2020-05-11,General Audiences,ao3
Pretty Girls Keep One Foot on the Floor,2020-05-10,Teen And Up Audiences,ao3
Unbearable Pain,2020-05-09,General Audiences,ao3
in love with a ghost,2020-05-09,Teen And Up Audiences,ao3
The Idol and the Model,2020-05-08,Teen And Up Audiences,ao3
tell me if it's true / am i in love with you,2020-05-07,General Audiences,ao3
Binary Star,2020-05-05,Teen And Up Audiences,ao3
Just for today,2020-05-05,General Audiences,ao3
Eine Für Die Liebe,2020-05-04,General Audiences,ao3
En pleno invierno,2020-05-04,General Audiences,ao3
Sacrifice Play,2020-05-04,Teen And Up Audiences,ao3
your silver garden,2020-05-03,General Audiences,ao3
The Persistence of Memory,2020-05-02,Teen And Up Audiences,ao3
Two Colors (Not the Full Spectrum),2020-05-01,Teen And Up Audiences,ao3
Tengen Toppa Puella Magi,2020-05-01,Teen And Up Audiences,ao3
Viridian Valor,2020-04-30,Teen And Up Audiences,ao3
Apple Of My Eye,2020-04-28,General Audiences,ao3
Staircase of Primes [大人の階段],2020-04-27,Explicit,ao3
Scattered Cycles,2020-04-27,General Audiences,ao3
Kyoko's Tea Party (Madoka:Elegance TF),2020-04-26,Mature,ao3
New at This,2020-04-26,General Audiences,ao3
What World is Seen Through Your Eyes?,2020-04-25,Explicit,ao3
Puella Magi Ciri Witcher,2020-04-24,Teen And Up Audiences,ao3
Gaze of the Moon,2020-04-24,Explicit,ao3
[Podfic] Perdendosi,2020-04-22,Teen And Up Audiences,ao3
The Good Things in the World,2020-04-22,General Audiences,ao3
Ripple,2020-04-22,Teen And Up Audiences,ao3
The Simple Wonders,2020-04-21,General Audiences,ao3
A Hopeless End,2020-04-20,Teen And Up Audiences,ao3
glimpses of hope at the brink of despair,2020-04-19,General Audiences,ao3
Night of the Dead,2020-04-19,General Audiences,ao3
Kabe-don,2020-04-19,General Audiences,ao3
If You Could Only See the Beast You've Made of Me,2020-04-19,Mature,ao3
Preparations,2020-04-18,Not Rated,ao3
we will be legends,2020-04-17,General Audiences,ao3
Dream a Little Dream,2020-04-16,Teen And Up Audiences,ao3
meant for amazing things,2020-04-15,General Audiences,ao3
Side Story: Triple Star Squad,2020-04-15,General Audiences,ao3
An Act of Redemption,2020-04-14,Explicit,ao3
Spes et Desperatio,2020-04-14,General Audiences,ao3
"Dormi Bene, Amore Mia",2020-04-14,Explicit,ao3
MagiReco Chat Hell,2020-04-13,Not Rated,ao3
Loop Twenty-Four,2020-04-13,Teen And Up Audiences,ao3
fünf verschiedene Straßen,2020-04-12,Teen And Up Audiences,ao3
Time after time after time after time after time after time after time after time after time after time after time after time after time after time after time after time after time after time after time after time after time after time after time after,2020-04-12,Teen And Up Audiences,ao3
Getting over you.,2020-04-11,General Audiences,ao3
Steven Magica,2020-04-10,General Audiences,ao3
Der Tod und das Mädchen,2020-04-07,General Audiences,ao3
Smoothering One's Pain,2020-04-05,Not Rated,ao3
apotheosis inverted,2020-04-02,General Audiences,ao3
so i stayed in the darkness with you,2020-04-02,Mature,ao3
Until I met You,2020-03-31,Not Rated,ao3
Even Heroes Have Wishes,2020-03-31,Teen And Up Audiences,ao3
Sanfter Tod,2020-03-31,Teen And Up Audiences,ao3
This Might as Well Happen,2020-03-29,Teen And Up Audiences,ao3
The Five Exceptions of Bahtor,2020-03-28,Teen And Up Audiences,ao3
Can I be a candidate to be your girlfriend?,2020-03-28,General Audiences,ao3
Feels good to be ABBBB,2020-03-27,Teen And Up Audiences,ao3
A Break from Reality,2020-03-25,Teen And Up Audiences,ao3
Puella Magi Madoka Magica: FFXV OC's Version,2020-03-24,General Audiences,ao3
Even If This World Is Fake,2020-03-24,General Audiences,ao3
Red Velvet,2020-03-24,General Audiences,ao3
Geschädigte Lycoris,2020-03-24,Mature,ao3
Labyrinth,2020-03-23,Teen And Up Audiences,ao3
ein Lied einer anderen Welt,2020-03-23,Teen And Up Audiences,ao3
Second time around,2020-03-23,General Audiences,ao3
And In the Quiet We Persist,2020-03-23,General Audiences,ao3
Kyouko In Heaven,2020-03-23,General Audiences,ao3
Deprave,2020-03-22,Explicit,ao3
"Etiam in tenebris, unus veritatem valet (even in darkness, one truth prevails)",2020-03-22,Teen And Up Audiences,ao3
pink,2020-03-22,Not Rated,ao3
absolution,2020-03-22,Teen And Up Audiences,ao3
Chaconne,2020-03-22,Teen And Up Audiences,ao3
One Wish,2020-03-21,Mature,ao3
Drowning In Sadness,2020-03-20,Teen And Up Audiences,ao3
but all my tears have been used up,2020-03-20,Not Rated,ao3
Obsession,2020-03-19,Teen And Up Audiences,ao3
All Roses Have Thorns,2020-03-18,Explicit,ao3
In Another World With Imaginary Friends,2020-03-16,Mature,ao3
Miyuki Magica,2020-03-16,Teen And Up Audiences,ao3
Witch's Kiss,2020-03-15,Not Rated,ao3
that is the question!,2020-03-15,General Audiences,ao3
Sad Reunion,2020-03-14,Not Rated,ao3
the fog is rising,2020-03-13,Teen And Up Audiences,ao3
The Devils End,2020-03-10,General Audiences,ao3
"Weep, My Lovely",2020-03-10,Mature,ao3
The Witch of Time Saves Nine,2020-03-08,Teen And Up Audiences,ao3
The Option of Compassion,2020-03-08,General Audiences,ao3
not all heroes are,2020-03-06,Not Rated,ao3
The Silent Seas,2020-03-03,General Audiences,ao3
Get It Together,2020-03-03,General Audiences,ao3
Renting Lingerie With Rika,2020-03-02,Explicit,ao3
Another Duty of Magical Girls,2020-03-01,Explicit,ao3
A Lesson in Art,2020-02-29,Explicit,ao3
one of the stars as well,2020-02-28,General Audiences,ao3
Ribon o hodoku || Untying the ribbons,2020-02-27,Teen And Up Audiences,ao3
Kairi v Homura: Dawn of Sora,2020-02-27,Teen And Up Audiences,ao3
Shut Out,2020-02-26,Teen And Up Audiences,ao3
The Feathers to my Wings,2020-02-26,Not Rated,ao3
A World In Three Days,2020-02-25,Teen And Up Audiences,ao3
not even into another eternity (will you stop your lovely orbiting),2020-02-25,Not Rated,ao3
Dear Diary...,2020-02-24,Explicit,ao3
The Moons and Stars (they keep us apart),2020-02-24,General Audiences,ao3
Inferno,2020-02-23,General Audiences,ao3
The Magic of Hope,2020-02-22,Teen And Up Audiences,ao3
A Tasty Lesson,2020-02-22,Explicit,ao3
The Devil and Desire,2020-02-22,Mature,ao3
